ENTRY,BLOC,IBLK,Name1,Location,Locn,Year,Experiment.Name,Type,Trial,Check,Plot,Pass,Range,Column,HD,TW,PH,BUAC,FD,Can_Cover,X900nm,X975nm,Blue,Green,Red,RE1,RE2,NIR,NDVI,NDRE1,NDRE2,NWI1,NWI2,MTVI
42,1,2,SWW13265-B-1-B-1,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,47,NA,10,4,148,64.4,35,68,NA,53.24191637,0.21415923,0.198594743,0.173451907,0.228915248,0.202465735,0.220318377,0.187994912,0.353993855,0.2723075,0.232757499,0.30627746,-0.037708871,-0.037708873,-0.005390901
37,1,14,SWW13265-B-1-B-1,Lind,LND,2020,2020 LoRain Soft Prel LND,SWW,Prelim,0,41,0,4,4,146,NA,31,51,149,34.78931141,37.08802483,34.899042,13.24108772,18.78560071,18.37583702,22.50711793,27.26849062,30.89272111,0.255438142,0.157077237,0.062313531,-0.029038569,-0.030408001,0.020436622
37,2,8,SWW13265-B-1-B-1,Lind,LND,2020,2020 LoRain Soft Prel LND,SWW,Prelim,0,88,0,8,1,NA,NA,NA,61,149,63.12863949,63.61891121,58.13328553,20.59829926,29.23020532,28.614793,37.10208729,45.58514116,52.0487939,0.286633501,0.16760463,0.066202932,-0.041615486,-0.045055661,0.044420301
37,3,12,SWW13265-B-1-B-1,Lind,LND,2020,2020 LoRain Soft Prel LND,SWW,Prelim,0,167,0,16,10,NA,NA,NA,65,149,57.98226164,58.45830847,52.92663042,19.91800241,28.31247954,27.74562822,34.75556435,42.5154089,48.53045381,0.270868457,0.165081475,0.066066098,-0.047688716,-0.049662711,0.036705524
43,1,2,SWW13265-B-1-B-2,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,48,NA,9,4,148,NA,35,66,NA,50.54871965,0.200794877,0.186412573,0.166408271,0.219063545,0.194103015,0.209332995,0.177215195,0.339724888,0.272788051,0.237482964,0.314368528,-0.037143665,-0.037143665,-0.006172614
219,1,6,SWW13267-B-S-60-1-1,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,241,NA,12,18,145,NA,28,43,NA,7.427435388,0.030117039,0.029487675,0.023108333,0.030191632,0.026517921,0.024401932,0.021433394,0.047504929,0.283520667,0.32129057,0.378186383,-0.01055896,-0.010558964,-0.00522415
220,1,6,SWW13267-B-S-65-1-1,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,242,NA,11,18,146,NA,27,43,NA,3.015524669,0.012318127,0.012016795,0.009565942,0.012457177,0.010923438,0.009902466,0.008714388,0.019705845,0.286732365,0.331102262,0.386747603,-0.012382707,-0.012382698,-0.002574458
221,1,6,SWW13267-B-S-65-1-2,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,244,NA,9,18,146,NA,28,44,NA,5.952694979,0.024741954,0.024496003,0.019456518,0.025474871,0.022329575,0.020200992,0.017607165,0.03999599,0.283453738,0.328837047,0.388673589,-0.004995142,-0.00499515,-0.0048683
222,1,6,SWW13267-B-S-65-1-3,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,245,NA,8,18,146,NA,29,42,NA,4.283307933,0.018419274,0.017929358,0.014234228,0.018737953,0.016339608,0.014853466,0.012971805,0.029258115,0.283314734,0.326550271,0.385658083,-0.013478247,-0.013478251,-0.003730877
223,1,6,SWW13267-B-S-65-1-4,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,246,NA,7,18,146,NA,30,50,NA,6.264983219,0.026194719,0.025674309,0.020357559,0.026568447,0.023284064,0.020892069,0.01837163,0.041908244,0.285680627,0.334650793,0.390455594,-0.010033163,-0.010033155,-0.005211933
207,1,6,SWW13271-B-SNA3-1-1,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,228,NA,4,17,143,NA,32,45,NA,18.04191478,0.079627403,0.075117658,0.06050605,0.078974236,0.068485096,0.063880587,0.055610998,0.125100408,0.292456359,0.323946974,0.384532507,-0.029143065,-0.029143063,-0.011855462
217,1,6,SWW13274-B-S-88-1-1,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,239,NA,14,18,146,NA,25,48,NA,5.125653148,0.019934282,0.019216131,0.014606075,0.01922237,0.017099445,0.015460097,0.013770298,0.029771364,0.270358437,0.316400709,0.367488637,-0.018343395,-0.018343382,-0.003590735
239,1,6,SWW13274-B-S-88-1-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,263,NA,7,17,162,NA,33,123,NA,92.90986791,0.34320493,0.348191868,0.273070753,0.367751557,0.289494493,0.370945517,0.287625511,0.579360822,0.33361864,0.219313811,0.336493552,0.007212845,0.007212845,0.001738791
218,1,6,SWW13274-B-S-88-1-2,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,240,NA,13,18,144,NA,26,52,NA,22.26500377,0.092821897,0.0909762,0.066359368,0.086818851,0.076539934,0.072151476,0.064399773,0.136124604,0.280181504,0.307155427,0.357686343,-0.010041983,-0.010041981,-0.011298777
240,1,6,SWW13274-B-S-88-1-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,264,NA,8,17,162,NA,32,120,NA,93.75679791,0.297462463,0.331584819,0.285804756,0.3869504,0.308639469,0.355288838,0.268284094,0.602121533,0.322238285,0.257812848,0.383542372,0.054244501,0.054244501,-0.016866748
10,1,4,SWW13276-1-B-B-1,Pullman,PUL,2020,2020 Pullman Soft F5 SP,SWW,SP,0,11,0,1,11,151,NA,44,157,163,95.87280108,154.0045019,124.5626787,31.20025185,47.50946312,42.06788675,82.36791069,107.7656979,131.7230557,0.509456023,0.228832008,0.100035419,-0.103849826,-0.105690208,0.124000349
64,1,2,SWW13278-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,71,NA,7,5,153,NA,32,118,NA,81.38906218,0.25712167,0.263953369,0.242467572,0.340150876,0.27288655,0.296018457,0.224172408,0.502491319,0.296119838,0.258572742,0.383009225,0.013110778,0.013110778,-0.024997345
65,1,2,SWW13278-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,72,NA,8,5,154,NA,30,120,NA,96.49722341,0.333144889,0.345500651,0.29236497,0.410071192,0.325949171,0.393737246,0.298414302,0.608232402,0.302171697,0.214073507,0.341718664,0.018206503,0.018206503,-0.008587399
66,1,2,SWW13278-B-B-B-3,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,73,NA,9,5,158,NA,32,132,NA,99.47916667,0.394718136,0.407677365,0.318917752,0.429854048,0.339152519,0.461913212,0.353939762,0.675837754,0.33171277,0.188024048,0.312589843,0.016150675,0.016150675,0.016260513
67,1,2,SWW13278-B-B-B-4,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,74,NA,10,5,155,NA,34,134,NA,96.98532328,0.327182179,0.352762853,0.294957334,0.404119013,0.320886468,0.398521056,0.300976093,0.619621976,0.317631925,0.217160962,0.346129211,0.037621679,0.037621679,-0.002938642
241,1,6,SWW13279-B-S-56-1-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,266,NA,10,17,156,NA,36,129,NA,98.29136691,0.330800928,0.392333001,0.293242932,0.399291748,0.317799178,0.411415975,0.312640375,0.616942024,0.320027453,0.199858463,0.327353067,0.085090839,0.085090839,0.006383586
11,1,5,SWW13281-1-B-B-1,Pullman,PUL,2020,2020 Pullman Soft F5 SP,SWW,SP,0,13,0,1,13,153,NA,41,160,163,94.75935829,150.03803,118.9101392,29.13164846,43.76568117,38.49929235,76.80519471,102.7065935,127.4034838,0.528927653,0.245642482,0.107326418,-0.113496067,-0.115739367,0.120012322
12,1,5,SWW13281-1-B-B-2,Pullman,PUL,2020,2020 Pullman Soft F5 SP,SWW,SP,0,14,0,1,14,151,NA,44,148,163,90.24856597,143.2669837,117.0600687,29.68779441,45.27564342,40.32907377,77.43542413,101.4225153,123.8068896,0.504748299,0.229623714,0.099384778,-0.099297265,-0.100669196,0.115328708
68,1,2,SWW13282-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,75,NA,11,5,160,NA,33,131,NA,99.49195597,0.363296403,0.418123288,0.349573063,0.463111101,0.366989707,0.474972278,0.353307086,0.744392678,0.339579767,0.220951405,0.356277376,0.070163173,0.070163173,0.005749
69,1,2,SWW13282-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,76,NA,12,5,164,NA,33,126,NA,99.24,0.389952972,0.458122454,0.343450248,0.46592604,0.366917816,0.525642873,0.390095221,0.726562141,0.328898873,0.160452375,0.30131617,0.080381391,0.080381391,0.029183568
70,1,2,SWW13282-B-B-B-3,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,77,NA,13,5,163,NA,31,121,NA,97.71416364,0.330500202,0.380566548,0.328327532,0.428928616,0.342816012,0.424538831,0.317408822,0.700561448,0.342872498,0.245331569,0.376388817,0.070410191,0.070410191,-0.002197766
71,1,2,SWW13282-B-B-B-4,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,79,NA,15,5,163,NA,30,123,NA,99.10138249,0.406341439,0.452835802,0.314500902,0.430659089,0.337098297,0.499536345,0.374266971,0.664485019,0.326869185,0.141705882,0.279391087,0.054114984,0.054114984,0.035147864
72,1,2,SWW13282-B-B-B-5,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,80,NA,16,5,163,NA,32,122,NA,97.25346021,0.376259435,0.428045015,0.325415,0.430522596,0.3394233,0.458141541,0.342075124,0.694612047,0.343497684,0.205135346,0.340061045,0.064385545,0.064385545,0.013890057
73,1,2,SWW13282-B-B-B-6,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,81,NA,16,6,162,NA,32,108,NA,98.98207568,0.402018676,0.440908667,0.352035623,0.460040554,0.364466595,0.489636998,0.365083528,0.753488242,0.347976174,0.21224832,0.347232716,0.046136825,0.046136825,0.014301713
74,1,2,SWW13285-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,82,NA,15,6,156,NA,36,118,NA,98.40788476,0.355736818,0.390138397,0.311763775,0.430791598,0.34217237,0.448255749,0.331234885,0.65266402,0.312103229,0.185670452,0.326689189,0.046122432,0.046122432,0.008931547
75,1,2,SWW13285-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,83,NA,14,6,160,NA,32,114,NA,94.12445061,0.356526055,0.392831777,0.30777622,0.418083963,0.329006643,0.451736741,0.336608672,0.65094333,0.328523594,0.180656742,0.318296816,0.048449113,0.048449113,0.01735284
76,1,2,SWW13285-B-B-B-3,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,84,NA,13,6,158,NA,33,116,NA,99.41520468,0.34795487,0.391715992,0.321284477,0.430425125,0.341914854,0.447889884,0.334692191,0.680668157,0.33127218,0.206261676,0.34074205,0.059162966,0.059162966,0.008826019
77,1,2,SWW13285-B-B-B-4,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,85,NA,12,6,162,NA,33,130,NA,96.10972569,0.349394048,0.4037175,0.333013434,0.434381016,0.345120656,0.454624896,0.341330854,0.712511266,0.347370954,0.220956542,0.352216338,0.072132013,0.072132013,0.01006795
78,1,2,SWW13288-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,86,NA,11,6,162,NA,31,115,NA,93.16474712,0.318634522,0.379968153,0.337042895,0.441697237,0.35303232,0.422987396,0.313399589,0.718315927,0.340956928,0.258764279,0.392468982,0.087794727,0.087794727,-0.009242268
79,1,2,SWW13288-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,87,NA,10,6,162,NA,32,114,NA,75.43059777,0.240452199,0.266549682,0.253829947,0.333182982,0.268583244,0.297209031,0.22330369,0.538925509,0.334785554,0.289088019,0.414077314,0.051474134,0.051474134,-0.020188551
80,1,2,SWW13289-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,88,NA,9,6,161,NA,31,124,NA,99.60899316,0.377948243,0.401336625,0.296635272,0.416563215,0.325959134,0.451472464,0.342954986,0.620698442,0.31134733,0.157834891,0.288219237,0.030012622,0.030012622,0.018261555
81,1,2,SWW13289-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,90,NA,7,6,161,NA,33,120,NA,99.41958888,0.403127842,0.411066121,0.372530838,0.49246452,0.390690147,0.475169108,0.358139944,0.793582207,0.3402022,0.250965729,0.378079264,0.009749862,0.009749862,-0.008101818
82,1,2,SWW13290-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,91,NA,6,6,159,NA,32,120,NA,92.35684443,0.319621007,0.327291626,0.324990036,0.428327035,0.344524146,0.363484679,0.275701784,0.689524689,0.333640474,0.309626885,0.428731408,0.011857272,0.011857272,-0.032594649
83,1,2,SWW13290-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,92,NA,5,6,159,NA,32,111,NA,84.58244111,0.287950658,0.294473507,0.294684901,0.388035185,0.311118972,0.321118674,0.245401403,0.626190891,0.336144888,0.32204068,0.436889462,0.011199482,0.011199482,-0.035243728
84,1,2,SWW13290-B-B-B-3,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,93,NA,4,6,158,NA,33,111,NA,59.6376337,0.199669711,0.207178838,0.220387216,0.286885863,0.2343712,0.224609959,0.171706017,0.467035173,0.331710663,0.350505198,0.46236122,0.018456812,0.018456812,-0.036830876
85,1,2,SWW13290-B-B-B-4,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,94,NA,3,6,157,NA,33,112,NA,84.16969697,0.296082778,0.304826746,0.308655537,0.407604592,0.327377802,0.336420422,0.256885976,0.654739961,0.333322715,0.321158457,0.436422406,0.014551222,0.014551222,-0.036680668
86,1,2,SWW13290-B-B-B-5,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,95,NA,2,6,161,NA,30,108,NA,82.12039533,0.266993195,0.268977624,0.275557746,0.360771001,0.29089267,0.287014034,0.223414644,0.585571103,0.336212907,0.342152366,0.447667292,0.003702494,0.003702494,-0.040017076
87,1,2,SWW13290-B-B-B-6,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,96,NA,1,6,161,NA,34,126,NA,87.30787145,0.304977692,0.291463694,0.309662008,0.401971672,0.323304935,0.313869001,0.244212034,0.660750804,0.34291337,0.355914995,0.460282735,-0.022657713,-0.022657713,-0.045388066
161,1,5,SWW13291-B-B-B-1,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,178,NA,10,13,148,NA,32,44,NA,27.90755882,0.105311625,0.102136275,0.08650558,0.113280696,0.100818003,0.100863134,0.085282163,0.176666024,0.273341936,0.273134869,0.348862353,-0.015306732,-0.015306735,-0.009107192
162,1,5,SWW13291-B-B-B-2,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,179,NA,11,13,149,NA,35,41,NA,42.78730779,0.174653484,0.17164347,0.140154007,0.183242396,0.163262521,0.169514374,0.143363568,0.286289913,0.273666389,0.256196667,0.332654922,-0.008692004,-0.008692003,-0.009100479
163,1,5,SWW13291-B-B-B-3,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,180,NA,12,13,144,NA,38,38,NA,12.417979,0.048718113,0.048796973,0.042555284,0.055640686,0.049791217,0.049541711,0.041430395,0.086761406,0.270739496,0.273065613,0.353618645,0.000808694,0.000808695,-0.005026445
164,1,5,SWW13291-B-B-B-4,Lind,LND,2019,2019 Lind  Soft F5 SP,SWW,SP,0,181,NA,13,13,149,NA,37,50,NA,50.3929507,0.196635894,0.191776518,0.149558299,0.19834793,0.178798963,0.185291764,0.158729597,0.302045374,0.256312493,0.23957462,0.311032035,-0.012510867,-0.012510867,-0.008471841
88,1,3,SWW13292-B-B-B-1,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,97,NA,1,7,157,NA,33,131,NA,96.97848683,0.398987885,0.372305621,0.340147402,0.457965721,0.36130909,0.414409467,0.322354045,0.721143507,0.332425104,0.270118653,0.382166169,-0.034594177,-0.034594177,-0.021398064
89,1,3,SWW13292-B-B-B-2,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,98,NA,2,7,155,NA,30,129,NA,92.74347549,0.331639738,0.33092175,0.310157486,0.422549442,0.335474676,0.365255887,0.281685709,0.653022111,0.321242759,0.282600846,0.397275377,-0.001083655,-0.001083655,-0.029407555
27,1,2,SWW13292-B-B-B-3,Pullman,PUL,2021,2021 AWY2 PUL,SWW,AWY2,0,5,0,1,5,156,NA,31,84,155,96.52509653,121.7515585,107.6938802,31.71490458,45.91747019,41.98759881,71.70183481,90.25600541,107.9122997,0.440481215,0.201635722,0.089097468,-0.060967652,-0.061268066,0.114643236
27,1,2,SWW13292-B-B-B-3,Davenport,DVP,2021,2021 AWY2 DVP,SWW,AWY2,0,5,0,1,5,162,NA,31,75,168,93.21064412,97.17713856,87.46846527,25.18989736,36.9602142,33.95840044,47.42526371,58.45552446,70.84960869,0.348651522,0.196989529,0.095851448,-0.051336423,-0.05258004,0.066639336
27,1,2,SWW13292-B-B-B-3,Walla_Walla,WAL,2021,2021 AWY2 WAW,SWW,AWY2,0,5,0,1,5,144,NA,36,106,148,84.84676504,121.7675222,89.8896579,29.75079001,43.03915361,38.46770335,52.0097955,67.2438931,79.61000816,0.347240237,0.209500845,0.084206922,-0.150275217,-0.150610833,0.050891212
24,1,21,SWW13292-B-B-B-3,Walla_Walla,WAL,2020,2020 SWW Prel WAW,SWW,Prelim,0,61,0,6,12,145,62.9,36,133,148,98.42090934,114.6748457,94.79828438,25.61294549,38.42546338,33.25798851,55.82483578,73.17248257,90.51493422,0.460781261,0.236490953,0.105948594,-0.094119638,-0.094888358,0.093734713
24,1,21,SWW13292-B-B-B-3,Pullman,PUL,2020,2020 SWW Prel PUL,SWW,Prelim,0,61,0,6,12,158,62.7,42,175,163,94.95892457,147.4271276,122.6341849,28.35018763,43.50092876,38.17364359,77.19944864,102.8072205,127.3700538,0.534734398,0.243978753,0.106712678,-0.090703074,-0.091804866,0.123875029
90,1,3,SWW13292-B-B-B-3,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,99,NA,3,7,163,61.3,32,140,NA,99.39161785,0.40461704,0.405615132,0.341531999,0.464220186,0.363870422,0.450285739,0.34752298,0.723256671,0.330583472,0.232604233,0.350897302,0.001231859,0.001231859,-0.006830307
27,2,11,SWW13292-B-B-B-3,Pullman,PUL,2021,2021 AWY2 PUL,SWW,AWY2,0,81,0,11,1,NA,NA,NA,77,155,95.8126145,105.4435485,97.91034718,29.53653592,42.94697402,39.88420154,62.77189772,79.22693086,93.13698429,0.399136388,0.194850916,0.080701656,-0.036401933,-0.037044785,0.100323664
27,2,11,SWW13292-B-B-B-3,Davenport,DVP,2021,2021 AWY2 DVP,SWW,AWY2,0,81,0,11,1,NA,NA,NA,42,168,44.37771795,42.15452093,40.14773618,14.51343753,21.37795947,20.32901044,24.05087229,27.54269414,32.29014243,0.226447429,0.1461591,0.079345198,-0.023963779,-0.024383107,0.017773895
27,2,11,SWW13292-B-B-B-3,Walla_Walla,WAL,2021,2021 AWY2 WAW,SWW,AWY2,0,81,0,11,1,NA,NA,NA,98,148,96.90522244,118.6036419,93.80418288,30.36609026,43.39321738,38.98801141,51.00914343,65.70991743,78.11597579,0.333823921,0.209656721,0.086257475,-0.116435893,-0.11675398,0.046806625
24,2,7,SWW13292-B-B-B-3,Walla_Walla,WAL,2020,2020 SWW Prel WAW,SWW,Prelim,0,92,0,8,5,NA,NA,NA,123,148,99.28909953,111.0931549,94.18501349,25.0569994,37.94103806,32.89831806,54.45399144,71.13247945,87.31966888,0.449334873,0.230967806,0.10215822,-0.081123312,-0.082366973,0.092157465
24,2,7,SWW13292-B-B-B-3,Pullman,PUL,2020,2020 SWW Prel PUL,SWW,Prelim,0,92,0,8,5,NA,NA,NA,172,163,97.26898616,144.9271408,121.8999566,28.96905343,44.33627988,38.86954971,76.38477006,101.0754425,124.8293905,0.518726873,0.238316754,0.105150243,-0.083888792,-0.086300021,0.122256375
27,3,15,SWW13292-B-B-B-3,Pullman,PUL,2021,2021 AWY2 PUL,SWW,AWY2,0,139,0,18,6,NA,NA,NA,67,155,90.71832123,89.24400854,81.31395675,26.59441313,38.38255435,36.10810589,52.86739686,67.68359769,78.86222621,0.37032303,0.197248107,0.076280772,-0.04602073,-0.046494761,0.081604282
27,3,15,SWW13292-B-B-B-3,Davenport,DVP,2021,2021 AWY2 DVP,SWW,AWY2,0,139,0,18,6,NA,NA,NA,49,168,77.331813,74.65439392,70.91657429,23.19386891,34.64652979,32.30789263,40.60653282,47.04419405,55.99077165,0.265424107,0.158664428,0.0868305,-0.024834968,-0.025676958,0.039247376
27,3,15,SWW13292-B-B-B-3,Walla_Walla,WAL,2021,2021 AWY2 WAW,SWW,AWY2,0,139,0,18,6,NA,NA,NA,99,148,98.71134021,136.4162077,111.7063934,31.12979119,45.00257881,39.75492937,57.28974496,74.43318144,89.59181316,0.384358565,0.219455225,0.092416596,-0.098908964,-0.099587116,0.066975853
24,3,19,SWW13292-B-B-B-3,Walla_Walla,WAL,2020,2020 SWW Prel WAW,SWW,Prelim,0,201,0,17,9,NA,NA,NA,121,148,99.24770131,123.917846,103.5330683,25.46728859,39.29394572,33.99280455,60.11193461,78.7454174,97.34061617,0.480996908,0.236007231,0.105602917,-0.089037332,-0.089622756,0.105495926
24,3,19,SWW13292-B-B-B-3,Pullman,PUL,2020,2020 SWW Prel PUL,SWW,Prelim,0,201,0,17,9,NA,NA,NA,163,163,97.80621572,145.1118592,121.569067,28.86415879,44.16262277,38.73718734,75.8725433,100.6068461,124.4543055,0.518087948,0.239947625,0.10595991,-0.085746105,-0.08828075,0.121559449
28,1,8,SWW13292-B-B-B-4,Pullman,PUL,2021,2021 AWY2 PUL,SWW,AWY2,0,22,0,3,6,148,NA,32,84,155,94.77260847,109.9299767,98.50054104,28.87670955,41.90667134,38.32282357,62.80186163,80.22860771,95.73817203,0.426554868,0.20722953,0.088139161,-0.053992755,-0.054835711,0.102228983
28,1,8,SWW13292-B-B-B-4,Davenport,DVP,2021,2021 AWY2 DVP,SWW,AWY2,0,22,0,3,6,158,NA,27,58,168,80.8908046,80.18749974,75.69472545,24.9614588,36.9040669,34.78938184,43.358619,50.73556069,59.91223151,0.262938224,0.159769205,0.082935869,-0.027784787,-0.028821595,0.041725469
28,1,8,SWW13292-B-B-B-4,Walla_Walla,WAL,2021,2021 AWY2 WAW,SWW,AWY2,0,22,0,3,6,138,NA,36,104,148,98.15546772,130.5249527,103.1284518,33.8351588,48.94505685,44.3542498,57.94134064,73.55078632,86.46528544,0.321913655,0.197376196,0.080707513,-0.117068318,-0.117252736,0.050895655
25,1,17,SWW13292-B-B-B-4,Walla_Walla,WAL,2020,2020 SWW Prel WAW,SWW,Prelim,0,51,0,5,3,136,64.7,35,78,148,90.43423537,93.84334376,85.61975144,26.08199948,39.18580417,35.21061812,49.89937616,62.64543035,74.68693895,0.356564496,0.198223865,0.087681503,-0.044884464,-0.045823306,0.063277888
25,1,17,SWW13292-B-B-B-4,Pullman,PUL,2020,2020 SWW Prel PUL,SWW,Prelim,0,51,0,5,3,150,64.6,41,160,163,91.88888889,142.1435503,122.5299877,29.95182085,45.33748686,40.30829014,77.03185371,100.5097851,122.7123098,0.50037549,0.227447902,0.099463831,-0.073471002,-0.074104736,0.116408915
28,2,3,SWW13292-B-B-B-4,Pullman,PUL,2021,2021 AWY2 PUL,SWW,AWY2,0,55,0,7,7,NA,NA,NA,73,155,81.44578313,84.79117948,79.44775473,27.0221235,39.32624331,36.96786075,53.87910433,66.50288845,76.69212911,0.349559198,0.175276614,0.071156391,-0.032435787,-0.032534458,0.076196865
28,2,3,SWW13292-B-B-B-4,Davenport,DVP,2021,2021 AWY2 DVP,SWW,AWY2,0,55,0,7,7,NA,NA,NA,50,168,52.76358569,49.38662323,47.1237242,16.90198088,25.02734782,23.76788954,28.23553409,32.25686783,37.76574949,0.226566084,0.144143619,0.07867289,-0.022837023,-0.023447217,0.021807955
28,2,3,SWW13292-B-B-B-4,Walla_Walla,WAL,2021,2021 AWY2 WAW,SWW,AWY2,0,55,0,7,7,NA,NA,NA,88,148,83.22851153,97.84615031,80.1797586,28.66525238,41.24139325,37.73876042,44.87991765,56.32852643,65.5037458,0.267978552,0.186428814,0.075310254,-0.098722857,-0.099234947,0.022093182
91,1,3,SWW13292-B-B-B-4,Pullman,PUL,2019,2019 Pullman Soft F5 SP,SWW,SP,0,101,NA,5,7,154,62.5,32,137,NA,95.31059683,0.382509349,0.383937305,0.333617269,0.457814097,0.362120638,0.436800277,0.332254427,0.701457082,0.319051854,0.232510515,0.357162179,0.001863086,0.001863086,-0.010410951
25,2,15,SWW13292-B-B-B-4,Walla_Walla,WAL,2020,2020 SWW Prel WAW,SWW,Prelim,0,117,0,10,4,NA,NA,NA,115,148,94.58710977,107.4019443,93.91763155,25.77574968,38.86628727,34.11522942,54.54364434,70.07525723,85.21777844,0.425410753,0.218848507,0.097509339,-0.066103858,-0.06697964,0.085500038
25,2,15,SWW13292-B-B-B-4,Pullman,PUL,2020,2020 SWW Prel PUL,SWW,Prelim,0,117,0,10,4,NA,NA,NA,153,163,93.60068259,142.8601683,123.6066397,30.30540567,45.54087877,40.53348813,76.67261124,100.6525959,123.6394262,0.498978249,0.232629552,0.10248617,-0.070698345,-0.072254885,0.114507405
28,3,12,SWW13292-B-B-B-4,Pullman,PUL,2021,2021 AWY2 PUL,SWW,AWY2,0,132,0,17,4,NA,NA,NA,79,155,94.67787115,101.6122295,93.83219619,28.42049331,41.25701685,38.28616639,59.28025181,75.66094631,88.78098624,0.396712069,0.1992892,0.079785245,-0.039313475,-0.039806883,0.095064851
28,3,12,SWW13292-B-B-B-4,Davenport,DVP,2021,2021 AWY2 DVP,SWW,AWY2,0,132,0,17,4,NA,NA,NA,46,168,53.88726919,51.84140905,49.95791353,17.22247744,25.59251403,24.33868473,29.068797,33.32265477,39.20050083,0.232758913,0.148016552,0.081047853,-0.018023503,-0.018502044,0.023262296
28,3,12,SWW13292-B-B-B-4,Walla_Walla,WAL,2021,2021 AWY2 WAW,SWW,AWY2,0,132,0,17,4,NA,NA,NA,110,148,97.42206235,133.8932666,109.5254321,31.9123854,46.32509728,41.45657061,57.44794294,73.69341374,87.93692608,0.358758272,0.209579878,0.088124002,-0.099795017,-0.100106667,0.060979129
25,3,6,SWW13292-B-B-B-4,Walla_Walla,WAL,2020,2020 SWW Prel WAW,SWW,Prelim,0,161,0,14,8,NA,NA,NA,127,148,99.11806543,121.7390315,104.0461883,26.72965189,40.56495737,35.31764709,60.31282091,78.34059699,96.14079793,0.461387635,0.228635431,0.102017759,-0.077970052,-0.078361388,0.101267532
25,3,6,SWW13292-B-B-B-4,Pullman,PUL,2020,2020 SWW Prel PUL,SWW,Prelim,0,161,0,14,8,NA,NA,NA,156,163,98.6196319,146.7936464,128.0849659,31.45688814,47.40689724,42.13247726,78.96624368,103.3655109,126.3600833,0.49080344,0.22824571,0.100095823,-0.065377272,-0.068061609,0.118786275
